checklist_order,frontier_id,status,evidence_path,expected_output,next_step,checklist_goal,status_note,next_gate
127,wave34_exploration_baseline_closure_writeback,module_delivered,src/wave34_exploration_baseline_closure_writeback.py,results/tables/wave34_exploration_baseline_closure_writeback.json,Run python -m src.wave34_exploration_baseline_closure_writeback after Wave33 chain.,Verify the frontier status entry for wave34_exploration_baseline_closure_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
128,wave34_demo_presentation_writeback,module_delivered,src/demo_wave34_presentation_writeback.py,results/tables/demo_wave34_presentation_writeback.json,Run python -m src.demo_wave34_presentation_writeback after Wave34 closure writeback.,Verify the frontier status entry for wave34_demo_presentation_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
129,wave34_meeteval_official_narrow_dry_run_coordination_writeback,module_delivered,src/wave34_meeteval_official_narrow_dry_run_coordination_writeback.py,results/tables/wave34_meeteval_official_narrow_dry_run_coordination_writeback.json,Run python -m src.wave34_meeteval_official_narrow_dry_run_coordination_writeback after demo wave34.,Verify the frontier status entry for wave34_meeteval_official_narrow_dry_run_coordination_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
130,wave35_exploration_baseline_closure_writeback,module_delivered,src/wave35_exploration_baseline_closure_writeback.py,results/tables/wave35_exploration_baseline_closure_writeback.json,Run python -m src.wave35_exploration_baseline_closure_writeback after Wave34 chain.,Verify the frontier status entry for wave35_exploration_baseline_closure_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
131,wave35_demo_presentation_writeback,module_delivered,src/demo_wave35_presentation_writeback.py,results/tables/demo_wave35_presentation_writeback.json,Run python -m src.demo_wave35_presentation_writeback after Wave35 closure writeback.,Verify the frontier status entry for wave35_demo_presentation_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
132,wave35_speaker_profile_lightoverlap_diagnostic_coordination_writeback,module_delivered,src/wave35_speaker_profile_lightoverlap_diagnostic_coordination_writeback.py,results/tables/wave35_speaker_profile_lightoverlap_diagnostic_coordination_writeback.json,Run python -m src.wave35_speaker_profile_lightoverlap_diagnostic_coordination_writeback after demo wave35.,Verify the frontier status entry for wave35_speaker_profile_lightoverlap_diagnostic_coordination_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
133,wave36_exploration_baseline_closure_writeback,module_delivered,src/wave36_exploration_baseline_closure_writeback.py,results/tables/wave36_exploration_baseline_closure_writeback.json,Run python -m src.wave36_exploration_baseline_closure_writeback after Wave35 chain.,Verify the frontier status entry for wave36_exploration_baseline_closure_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
134,wave36_demo_presentation_writeback,module_delivered,src/demo_wave36_presentation_writeback.py,results/tables/demo_wave36_presentation_writeback.json,Run python -m src.demo_wave36_presentation_writeback after Wave36 closure writeback.,Verify the frontier status entry for wave36_demo_presentation_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
135,wave36_speaker_profile_midoverlap_diagnostic_coordination_writeback,module_delivered,src/wave36_speaker_profile_midoverlap_diagnostic_coordination_writeback.py,results/tables/wave36_speaker_profile_midoverlap_diagnostic_coordination_writeback.json,Run python -m src.wave36_speaker_profile_midoverlap_diagnostic_coordination_writeback after demo wave36.,Verify the frontier status entry for wave36_speaker_profile_midoverlap_diagnostic_coordination_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
136,wave37_exploration_baseline_closure_writeback,module_delivered,src/wave37_exploration_baseline_closure_writeback.py,results/tables/wave37_exploration_baseline_closure_writeback.json,Run python -m src.wave37_exploration_baseline_closure_writeback after Wave36 chain.,Verify the frontier status entry for wave37_exploration_baseline_closure_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
137,wave37_demo_presentation_writeback,module_delivered,src/demo_wave37_presentation_writeback.py,results/tables/demo_wave37_presentation_writeback.json,Run python -m src.demo_wave37_presentation_writeback after Wave37 closure writeback.,Verify the frontier status entry for wave37_demo_presentation_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
138,wave37_external_validation_narrow_slice_coordination_writeback,module_delivered,src/wave37_external_validation_narrow_slice_coordination_writeback.py,results/tables/wave37_external_validation_narrow_slice_coordination_writeback.json,Run python -m src.wave37_external_validation_narrow_slice_coordination_writeback after demo wave37.,Verify the frontier status entry for wave37_external_validation_narrow_slice_coordination_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
139,wave38_exploration_baseline_closure_writeback,module_delivered,src/wave38_exploration_baseline_closure_writeback.py,results/tables/wave38_exploration_baseline_closure_writeback.json,Run python -m src.wave38_exploration_baseline_closure_writeback after Wave37 chain.,Verify the frontier status entry for wave38_exploration_baseline_closure_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
140,wave38_demo_presentation_writeback,module_delivered,src/demo_wave38_presentation_writeback.py,results/tables/demo_wave38_presentation_writeback.json,Run python -m src.demo_wave38_presentation_writeback after Wave38 closure writeback.,Verify the frontier status entry for wave38_demo_presentation_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
141,wave38_meeteval_official_narrow_dry_run_coordination_writeback,module_delivered,src/wave38_meeteval_official_narrow_dry_run_coordination_writeback.py,results/tables/wave38_meeteval_official_narrow_dry_run_coordination_writeback.json,Run python -m src.wave38_meeteval_official_narrow_dry_run_coordination_writeback after demo wave38.,Verify the frontier status entry for wave38_meeteval_official_narrow_dry_run_coordination_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
142,wave39_exploration_baseline_closure_writeback,module_delivered,src/wave39_exploration_baseline_closure_writeback.py,results/tables/wave39_exploration_baseline_closure_writeback.json,Run python -m src.wave39_exploration_baseline_closure_writeback after Wave38 chain.,Verify the frontier status entry for wave39_exploration_baseline_closure_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
143,wave39_demo_presentation_writeback,module_delivered,src/demo_wave39_presentation_writeback.py,results/tables/demo_wave39_presentation_writeback.json,Run python -m src.demo_wave39_presentation_writeback after Wave39 closure writeback.,Verify the frontier status entry for wave39_demo_presentation_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
144,wave39_speaker_profile_lightoverlap_diagnostic_coordination_writeback,module_delivered,src/wave39_speaker_profile_lightoverlap_diagnostic_coordination_writeback.py,results/tables/wave39_speaker_profile_lightoverlap_diagnostic_coordination_writeback.json,Run python -m src.wave39_speaker_profile_lightoverlap_diagnostic_coordination_writeback after demo wave39.,Verify the frontier status entry for wave39_speaker_profile_lightoverlap_diagnostic_coordination_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
145,wave40_exploration_baseline_closure_writeback,module_delivered,src/wave40_exploration_baseline_closure_writeback.py,results/tables/wave40_exploration_baseline_closure_writeback.json,Run python -m src.wave40_exploration_baseline_closure_writeback after Wave39 chain.,Verify the frontier status entry for wave40_exploration_baseline_closure_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
146,wave40_demo_presentation_writeback,module_delivered,src/demo_wave40_presentation_writeback.py,results/tables/demo_wave40_presentation_writeback.json,Run python -m src.demo_wave40_presentation_writeback after Wave40 closure writeback.,Verify the frontier status entry for wave40_demo_presentation_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
147,wave40_speaker_profile_midoverlap_diagnostic_coordination_writeback,module_delivered,src/wave40_speaker_profile_midoverlap_diagnostic_coordination_writeback.py,results/tables/wave40_speaker_profile_midoverlap_diagnostic_coordination_writeback.json,Run python -m src.wave40_speaker_profile_midoverlap_diagnostic_coordination_writeback after demo wave40.,Verify the frontier status entry for wave40_speaker_profile_midoverlap_diagnostic_coordination_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
148,wave41_exploration_baseline_closure_writeback,module_delivered,src/wave41_exploration_baseline_closure_writeback.py,results/tables/wave41_exploration_baseline_closure_writeback.json,Run python -m src.wave41_exploration_baseline_closure_writeback after Wave40 chain.,Verify the frontier status entry for wave41_exploration_baseline_closure_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
149,wave41_demo_presentation_writeback,module_delivered,src/demo_wave41_presentation_writeback.py,results/tables/demo_wave41_presentation_writeback.json,Run python -m src.demo_wave41_presentation_writeback after Wave41 closure writeback.,Verify the frontier status entry for wave41_demo_presentation_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
150,wave41_external_validation_narrow_slice_coordination_writeback,module_delivered,src/wave41_external_validation_narrow_slice_coordination_writeback.py,results/tables/wave41_external_validation_narrow_slice_coordination_writeback.json,Run python -m src.wave41_external_validation_narrow_slice_coordination_writeback after demo wave41.,Verify the frontier status entry for wave41_external_validation_narrow_slice_coordination_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
151,wave42_exploration_baseline_closure_writeback,module_delivered,src/wave42_exploration_baseline_closure_writeback.py,results/tables/wave42_exploration_baseline_closure_writeback.json,Run python -m src.wave42_exploration_baseline_closure_writeback after Wave41 chain.,Verify the frontier status entry for wave42_exploration_baseline_closure_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
152,wave42_demo_presentation_writeback,module_delivered,src/demo_wave42_presentation_writeback.py,results/tables/demo_wave42_presentation_writeback.json,Run python -m src.demo_wave42_presentation_writeback after Wave42 closure writeback.,Verify the frontier status entry for wave42_demo_presentation_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
153,wave42_meeteval_official_narrow_dry_run_coordination_writeback,module_delivered,src/wave42_meeteval_official_narrow_dry_run_coordination_writeback.py,results/tables/wave42_meeteval_official_narrow_dry_run_coordination_writeback.json,Run python -m src.wave42_meeteval_official_narrow_dry_run_coordination_writeback after demo wave42.,Verify the frontier status entry for wave42_meeteval_official_narrow_dry_run_coordination_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
154,wave43_exploration_baseline_closure_writeback,module_delivered,src/wave43_exploration_baseline_closure_writeback.py,results/tables/wave43_exploration_baseline_closure_writeback.json,Run python -m src.wave43_exploration_baseline_closure_writeback after Wave42 chain.,Verify the frontier status entry for wave43_exploration_baseline_closure_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
155,wave43_demo_presentation_writeback,module_delivered,src/demo_wave43_presentation_writeback.py,results/tables/demo_wave43_presentation_writeback.json,Run python -m src.demo_wave43_presentation_writeback after Wave43 closure writeback.,Verify the frontier status entry for wave43_demo_presentation_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
156,wave43_speaker_profile_lightoverlap_diagnostic_coordination_writeback,module_delivered,src/wave43_speaker_profile_lightoverlap_diagnostic_coordination_writeback.py,results/tables/wave43_speaker_profile_lightoverlap_diagnostic_coordination_writeback.json,Run python -m src.wave43_speaker_profile_lightoverlap_diagnostic_coordination_writeback after demo wave43.,Verify the frontier status entry for wave43_speaker_profile_lightoverlap_diagnostic_coordination_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
157,wave44_exploration_baseline_closure_writeback,module_delivered,src/wave44_exploration_baseline_closure_writeback.py,results/tables/wave44_exploration_baseline_closure_writeback.json,Run python -m src.wave44_exploration_baseline_closure_writeback after Wave43 chain.,Verify the frontier status entry for wave44_exploration_baseline_closure_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
158,wave44_demo_presentation_writeback,module_delivered,src/demo_wave44_presentation_writeback.py,results/tables/demo_wave44_presentation_writeback.json,Run python -m src.demo_wave44_presentation_writeback after Wave44 closure writeback.,Verify the frontier status entry for wave44_demo_presentation_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
159,wave44_speaker_profile_midoverlap_diagnostic_coordination_writeback,module_delivered,src/wave44_speaker_profile_midoverlap_diagnostic_coordination_writeback.py,results/tables/wave44_speaker_profile_midoverlap_diagnostic_coordination_writeback.json,Run python -m src.wave44_speaker_profile_midoverlap_diagnostic_coordination_writeback after demo wave44.,Verify the frontier status entry for wave44_speaker_profile_midoverlap_diagnostic_coordination_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
160,wave45_exploration_baseline_closure_writeback,module_delivered,src/wave45_exploration_baseline_closure_writeback.py,results/tables/wave45_exploration_baseline_closure_writeback.json,Run python -m src.wave45_exploration_baseline_closure_writeback after Wave44 chain.,Verify the frontier status entry for wave45_exploration_baseline_closure_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
161,wave45_demo_presentation_writeback,module_delivered,src/demo_wave45_presentation_writeback.py,results/tables/demo_wave45_presentation_writeback.json,Run python -m src.demo_wave45_presentation_writeback after Wave45 closure writeback.,Verify the frontier status entry for wave45_demo_presentation_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
162,wave45_speaker_profile_heavyoverlap_diagnostic_coordination_writeback,module_delivered,src/wave45_speaker_profile_heavyoverlap_diagnostic_coordination_writeback.py,results/tables/wave45_speaker_profile_heavyoverlap_diagnostic_coordination_writeback.json,Run python -m src.wave45_speaker_profile_heavyoverlap_diagnostic_coordination_writeback after demo wave45.,Verify the frontier status entry for wave45_speaker_profile_heavyoverlap_diagnostic_coordination_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
163,wave46_exploration_baseline_closure_writeback,module_delivered,src/wave46_exploration_baseline_closure_writeback.py,results/tables/wave46_exploration_baseline_closure_writeback.json,Run python -m src.wave46_exploration_baseline_closure_writeback after Wave45 chain.,Verify the frontier status entry for wave46_exploration_baseline_closure_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
164,wave46_demo_presentation_writeback,module_delivered,src/demo_wave46_presentation_writeback.py,results/tables/demo_wave46_presentation_writeback.json,Run python -m src.demo_wave46_presentation_writeback after Wave46 closure writeback.,Verify the frontier status entry for wave46_demo_presentation_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
165,wave46_speaker_profile_oppositeoverlap_diagnostic_coordination_writeback,module_delivered,src/wave46_speaker_profile_oppositeoverlap_diagnostic_coordination_writeback.py,results/tables/wave46_speaker_profile_oppositeoverlap_diagnostic_coordination_writeback.json,Run python -m src.wave46_speaker_profile_oppositeoverlap_diagnostic_coordination_writeback after demo wave46.,Verify the frontier status entry for wave46_speaker_profile_oppositeoverlap_diagnostic_coordination_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
166,wave47_exploration_baseline_closure_writeback,module_delivered,src/wave47_exploration_baseline_closure_writeback.py,results/tables/wave47_exploration_baseline_closure_writeback.json,Run python -m src.wave47_exploration_baseline_closure_writeback after Wave46 chain.,Verify the frontier status entry for wave47_exploration_baseline_closure_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
167,wave47_demo_presentation_writeback,module_delivered,src/demo_wave47_presentation_writeback.py,results/tables/demo_wave47_presentation_writeback.json,Run python -m src.demo_wave47_presentation_writeback after Wave47 closure writeback.,Verify the frontier status entry for wave47_demo_presentation_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
168,wave47_external_validation_narrow_slice_coordination_writeback,module_delivered,src/wave47_external_validation_narrow_slice_coordination_writeback.py,results/tables/wave47_external_validation_narrow_slice_coordination_writeback.json,Run python -m src.wave47_external_validation_narrow_slice_coordination_writeback after demo wave47.,Verify the frontier status entry for wave47_external_validation_narrow_slice_coordination_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
169,wave48_exploration_baseline_closure_writeback,module_delivered,src/wave48_exploration_baseline_closure_writeback.py,results/tables/wave48_exploration_baseline_closure_writeback.json,Run python -m src.wave48_exploration_baseline_closure_writeback after Wave47 chain.,Verify the frontier status entry for wave48_exploration_baseline_closure_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
170,wave48_demo_presentation_writeback,module_delivered,src/demo_wave48_presentation_writeback.py,results/tables/demo_wave48_presentation_writeback.json,Run python -m src.demo_wave48_presentation_writeback after Wave48 closure writeback.,Verify the frontier status entry for wave48_demo_presentation_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
171,wave48_meeteval_official_narrow_dry_run_coordination_writeback,module_delivered,src/wave48_meeteval_official_narrow_dry_run_coordination_writeback.py,results/tables/wave48_meeteval_official_narrow_dry_run_coordination_writeback.json,Run python -m src.wave48_meeteval_official_narrow_dry_run_coordination_writeback after demo wave48.,Verify the frontier status entry for wave48_meeteval_official_narrow_dry_run_coordination_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
172,wave49_exploration_baseline_closure_writeback,module_delivered,src/wave49_exploration_baseline_closure_writeback.py,results/tables/wave49_exploration_baseline_closure_writeback.json,Run python -m src.wave49_exploration_baseline_closure_writeback after Wave48 chain.,Verify the frontier status entry for wave49_exploration_baseline_closure_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
173,wave49_demo_presentation_writeback,module_delivered,src/demo_wave49_presentation_writeback.py,results/tables/demo_wave49_presentation_writeback.json,Run python -m src.demo_wave49_presentation_writeback after Wave49 closure writeback.,Verify the frontier status entry for wave49_demo_presentation_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
174,wave49_speaker_profile_lightoverlap_diagnostic_coordination_writeback,module_delivered,src/wave49_speaker_profile_lightoverlap_diagnostic_coordination_writeback.py,results/tables/wave49_speaker_profile_lightoverlap_diagnostic_coordination_writeback.json,Run python -m src.wave49_speaker_profile_lightoverlap_diagnostic_coordination_writeback after demo wave49.,Verify the frontier status entry for wave49_speaker_profile_lightoverlap_diagnostic_coordination_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
175,wave50_exploration_baseline_closure_writeback,module_delivered,src/wave50_exploration_baseline_closure_writeback.py,results/tables/wave50_exploration_baseline_closure_writeback.json,Run python -m src.wave50_exploration_baseline_closure_writeback after Wave49 chain.,Verify the frontier status entry for wave50_exploration_baseline_closure_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
176,wave50_demo_presentation_writeback,module_delivered,src/demo_wave50_presentation_writeback.py,results/tables/demo_wave50_presentation_writeback.json,Run python -m src.demo_wave50_presentation_writeback after Wave50 closure writeback.,Verify the frontier status entry for wave50_demo_presentation_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
177,wave50_speaker_profile_midoverlap_diagnostic_coordination_writeback,module_delivered,src/wave50_speaker_profile_midoverlap_diagnostic_coordination_writeback.py,results/tables/wave50_speaker_profile_midoverlap_diagnostic_coordination_writeback.json,Run python -m src.wave50_speaker_profile_midoverlap_diagnostic_coordination_writeback after demo wave50.,Verify the frontier status entry for wave50_speaker_profile_midoverlap_diagnostic_coordination_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
178,wave51_exploration_baseline_closure_writeback,module_delivered,src/wave51_exploration_baseline_closure_writeback.py,results/tables/wave51_exploration_baseline_closure_writeback.json,Run python -m src.wave51_exploration_baseline_closure_writeback after Wave50 chain.,Verify the frontier status entry for wave51_exploration_baseline_closure_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
179,wave51_demo_presentation_writeback,module_delivered,src/demo_wave51_presentation_writeback.py,results/tables/demo_wave51_presentation_writeback.json,Run python -m src.demo_wave51_presentation_writeback after Wave51 closure writeback.,Verify the frontier status entry for wave51_demo_presentation_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
180,wave51_speaker_profile_heavyoverlap_diagnostic_coordination_writeback,module_delivered,src/wave51_speaker_profile_heavyoverlap_diagnostic_coordination_writeback.py,results/tables/wave51_speaker_profile_heavyoverlap_diagnostic_coordination_writeback.json,Run python -m src.wave51_speaker_profile_heavyoverlap_diagnostic_coordination_writeback after demo wave51.,Verify the frontier status entry for wave51_speaker_profile_heavyoverlap_diagnostic_coordination_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
181,wave52_exploration_baseline_closure_writeback,module_delivered,src/wave52_exploration_baseline_closure_writeback.py,results/tables/wave52_exploration_baseline_closure_writeback.json,Run python -m src.wave52_exploration_baseline_closure_writeback after Wave51 chain.,Verify the frontier status entry for wave52_exploration_baseline_closure_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
182,wave52_demo_presentation_writeback,module_delivered,src/demo_wave52_presentation_writeback.py,results/tables/demo_wave52_presentation_writeback.json,Run python -m src.demo_wave52_presentation_writeback after Wave52 closure writeback.,Verify the frontier status entry for wave52_demo_presentation_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
183,wave52_speaker_profile_oppositeoverlap_diagnostic_coordination_writeback,module_delivered,src/wave52_speaker_profile_oppositeoverlap_diagnostic_coordination_writeback.py,results/tables/wave52_speaker_profile_oppositeoverlap_diagnostic_coordination_writeback.json,Run python -m src.wave52_speaker_profile_oppositeoverlap_diagnostic_coordination_writeback after demo wave52.,Verify the frontier status entry for wave52_speaker_profile_oppositeoverlap_diagnostic_coordination_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
184,wave53_exploration_baseline_closure_writeback,module_delivered,src/wave53_exploration_baseline_closure_writeback.py,results/tables/wave53_exploration_baseline_closure_writeback.json,Run python -m src.wave53_exploration_baseline_closure_writeback after Wave52 chain.,Verify the frontier status entry for wave53_exploration_baseline_closure_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
185,wave53_demo_presentation_writeback,module_delivered,src/demo_wave53_presentation_writeback.py,results/tables/demo_wave53_presentation_writeback.json,Run python -m src.demo_wave53_presentation_writeback after Wave53 closure writeback.,Verify the frontier status entry for wave53_demo_presentation_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
186,wave53_external_validation_narrow_slice_coordination_writeback,module_delivered,src/wave53_external_validation_narrow_slice_coordination_writeback.py,results/tables/wave53_external_validation_narrow_slice_coordination_writeback.json,Run python -m src.wave53_external_validation_narrow_slice_coordination_writeback after demo wave53.,Verify the frontier status entry for wave53_external_validation_narrow_slice_coordination_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
187,wave54_exploration_baseline_closure_writeback,module_delivered,src/wave54_exploration_baseline_closure_writeback.py,results/tables/wave54_exploration_baseline_closure_writeback.json,Run python -m src.wave54_exploration_baseline_closure_writeback after Wave53 chain.,Verify the frontier status entry for wave54_exploration_baseline_closure_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
188,wave54_demo_presentation_writeback,module_delivered,src/demo_wave54_presentation_writeback.py,results/tables/demo_wave54_presentation_writeback.json,Run python -m src.demo_wave54_presentation_writeback after Wave54 closure writeback.,Verify the frontier status entry for wave54_demo_presentation_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
189,wave54_meeteval_official_narrow_dry_run_coordination_writeback,module_delivered,src/wave54_meeteval_official_narrow_dry_run_coordination_writeback.py,results/tables/wave54_meeteval_official_narrow_dry_run_coordination_writeback.json,Run python -m src.wave54_meeteval_official_narrow_dry_run_coordination_writeback after demo wave54.,Verify the frontier status entry for wave54_meeteval_official_narrow_dry_run_coordination_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
190,wave55_exploration_baseline_closure_writeback,module_delivered,src/wave55_exploration_baseline_closure_writeback.py,results/tables/wave55_exploration_baseline_closure_writeback.json,Run python -m src.wave55_exploration_baseline_closure_writeback after Wave54 chain.,Verify the frontier status entry for wave55_exploration_baseline_closure_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
191,wave55_demo_presentation_writeback,module_delivered,src/demo_wave55_presentation_writeback.py,results/tables/demo_wave55_presentation_writeback.json,Run python -m src.demo_wave55_presentation_writeback after Wave55 closure writeback.,Verify the frontier status entry for wave55_demo_presentation_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
192,wave55_speaker_profile_lightoverlap_diagnostic_coordination_writeback,module_delivered,src/wave55_speaker_profile_lightoverlap_diagnostic_coordination_writeback.py,results/tables/wave55_speaker_profile_lightoverlap_diagnostic_coordination_writeback.json,Run python -m src.wave55_speaker_profile_lightoverlap_diagnostic_coordination_writeback after demo wave55.,Verify the frontier status entry for wave55_speaker_profile_lightoverlap_diagnostic_coordination_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
193,wave56_exploration_baseline_closure_writeback,module_delivered,src/wave56_exploration_baseline_closure_writeback.py,results/tables/wave56_exploration_baseline_closure_writeback.json,Run python -m src.wave56_exploration_baseline_closure_writeback after Wave55 chain.,Verify the frontier status entry for wave56_exploration_baseline_closure_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
194,wave56_demo_presentation_writeback,module_delivered,src/demo_wave56_presentation_writeback.py,results/tables/demo_wave56_presentation_writeback.json,Run python -m src.demo_wave56_presentation_writeback after Wave56 closure writeback.,Verify the frontier status entry for wave56_demo_presentation_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
