source,sample_id,map_path,preview_path,mixed_path,mode,shape,channel_1,channel_2,channel_3,uses_source_tracks,oracle_route,route_gap,mixed_cer,separated_cer,cleaned_cer,intended_family,logmel_mean,logmel_max,logmel_std,logmel_p90,overlap_proxy_mean,overlap_proxy_max,overlap_proxy_std,overlap_proxy_p90,uncertainty_proxy_mean,uncertainty_proxy_max,uncertainty_proxy_std,uncertainty_proxy_p90,overlap_uncertainty_product
controlled_v1,controlled_route_sensitive_v1_0053,resources/audiodepth_v2_maps/controlled_v1/controlled_route_sensitive_v1_0053.npy,,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0053_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,,,,,,short_backchannel,0.123479,1.0,0.192331,0.368627,0.352282,1.0,0.256576,0.796078,0.352834,1.0,0.258098,0.713726,0.119985
controlled_v1,controlled_route_sensitive_v1_0054,resources/audiodepth_v2_maps/controlled_v1/controlled_route_sensitive_v1_0054.npy,,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0054_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,,,,,,short_backchannel,0.12839,1.0,0.187064,0.352941,0.474847,1.0,0.224169,0.792157,0.42333,1.0,0.280717,0.792157,0.219799
controlled_v1,controlled_route_sensitive_v1_0055,resources/audiodepth_v2_maps/controlled_v1/controlled_route_sensitive_v1_0055.npy,,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0055_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,,,,,,medium_overlap,0.114155,1.0,0.173244,0.309804,0.381618,0.992157,0.259873,0.815686,0.369271,0.964706,0.234972,0.72549,0.133645
controlled_v1,controlled_route_sensitive_v1_0056,resources/audiodepth_v2_maps/controlled_v1/controlled_route_sensitive_v1_0056.npy,,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0056_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,,,,,,medium_overlap,0.110847,1.0,0.168548,0.309804,0.367892,1.0,0.234072,0.745098,0.359743,0.964706,0.244196,0.713726,0.133696
controlled_v1,controlled_route_sensitive_v1_0057,resources/audiodepth_v2_maps/controlled_v1/controlled_route_sensitive_v1_0057.npy,,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0057_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,,,,,,medium_overlap,0.108537,1.0,0.176819,0.301961,0.420604,1.0,0.230195,0.780392,0.355438,0.960784,0.248287,0.694118,0.137929
controlled_v1,controlled_route_sensitive_v1_0058,resources/audiodepth_v2_maps/controlled_v1/controlled_route_sensitive_v1_0058.npy,,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0058_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,,,,,,medium_overlap,0.117064,1.0,0.175756,0.321569,0.363235,1.0,0.24608,0.709804,0.392494,0.972549,0.247583,0.768627,0.14089
controlled_v1,controlled_route_sensitive_v1_0059,resources/audiodepth_v2_maps/controlled_v1/controlled_route_sensitive_v1_0059.npy,,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0059_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,,,,,,medium_overlap,0.10843,1.0,0.173413,0.305882,0.440763,1.0,0.248115,0.815686,0.334681,0.992157,0.251207,0.717647,0.151766
controlled_v1,controlled_route_sensitive_v1_0060,resources/audiodepth_v2_maps/controlled_v1/controlled_route_sensitive_v1_0060.npy,,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0060_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,,,,,,medium_overlap,0.11734,1.0,0.182147,0.333333,0.412148,0.996078,0.282265,0.882353,0.446921,1.0,0.254409,0.796078,0.171383
controlled_v1,controlled_route_sensitive_v1_0061,resources/audiodepth_v2_maps/controlled_v1/controlled_route_sensitive_v1_0061.npy,,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0061_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,,,,,,medium_overlap,0.114827,1.0,0.189889,0.34902,0.397013,1.0,0.242734,0.772549,0.378922,0.992157,0.287327,0.768627,0.151633
controlled_v1,controlled_route_sensitive_v1_0062,resources/audiodepth_v2_maps/controlled_v1/controlled_route_sensitive_v1_0062.npy,,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0062_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,,,,,,medium_overlap,0.118174,1.0,0.181799,0.329412,0.376608,1.0,0.259105,0.803922,0.360218,1.0,0.277055,0.768627,0.157475
controlled_v1,controlled_route_sensitive_v1_0063,resources/audiodepth_v2_maps/controlled_v1/controlled_route_sensitive_v1_0063.npy,,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0063_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,,,,,,medium_overlap,0.122739,1.0,0.187786,0.364706,0.370971,1.0,0.247157,0.745098,0.378784,1.0,0.277561,0.780392,0.158093
controlled_v1,controlled_route_sensitive_v1_0064,resources/audiodepth_v2_maps/controlled_v1/controlled_route_sensitive_v1_0064.npy,,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0064_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,,,,,,medium_overlap,0.114611,1.0,0.176398,0.321569,0.348284,1.0,0.224821,0.717647,0.399709,0.984314,0.255735,0.741176,0.144848
controlled_v1,controlled_route_sensitive_v1_0065,resources/audiodepth_v2_maps/controlled_v1/controlled_route_sensitive_v1_0065.npy,,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0065_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,,,,,,medium_overlap,0.110702,1.0,0.174614,0.313726,0.417188,1.0,0.222494,0.788235,0.364951,0.964706,0.245068,0.72549,0.157577
controlled_v1,controlled_route_sensitive_v1_0066,resources/audiodepth_v2_maps/controlled_v1/controlled_route_sensitive_v1_0066.npy,,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0066_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,,,,,,medium_overlap,0.127043,1.0,0.178276,0.352941,0.425383,1.0,0.28906,0.92549,0.436244,0.960784,0.243011,0.74902,0.185041
controlled_v1,controlled_route_sensitive_v1_0067,resources/audiodepth_v2_maps/controlled_v1/controlled_route_sensitive_v1_0067.npy,,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0067_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,,,,,,medium_overlap,0.107262,1.0,0.174958,0.301961,0.36224,1.0,0.217517,0.65098,0.34689,0.980392,0.262577,0.733333,0.133559
controlled_v1,controlled_route_sensitive_v1_0068,resources/audiodepth_v2_maps/controlled_v1/controlled_route_sensitive_v1_0068.npy,,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0068_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,,,,,,medium_overlap,0.114752,1.0,0.184719,0.341176,0.425705,1.0,0.232512,0.780392,0.349387,1.0,0.264107,0.74902,0.15851
controlled_v1,controlled_route_sensitive_v1_0069,resources/audiodepth_v2_maps/controlled_v1/controlled_route_sensitive_v1_0069.npy,,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0069_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,,,,,,medium_overlap,0.11899,1.0,0.186686,0.337255,0.378018,1.0,0.24429,0.729412,0.434329,1.0,0.267199,0.815686,0.184953
controlled_v1,controlled_route_sensitive_v1_0070,resources/audiodepth_v2_maps/controlled_v1/controlled_route_sensitive_v1_0070.npy,,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0070_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,,,,,,medium_overlap,0.123749,1.0,0.18111,0.352941,0.381909,1.0,0.2632,0.807843,0.397013,0.992157,0.235657,0.768627,0.161047
controlled_v1,controlled_route_sensitive_v1_0071,resources/audiodepth_v2_maps/controlled_v1/controlled_route_sensitive_v1_0071.npy,,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0071_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,,,,,,medium_overlap,0.125085,1.0,0.183562,0.345098,0.344746,1.0,0.238373,0.694118,0.398422,1.0,0.249729,0.776471,0.141898
controlled_v1,controlled_route_sensitive_v1_0072,resources/audiodepth_v2_maps/controlled_v1/controlled_route_sensitive_v1_0072.npy,,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0072_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,,,,,,medium_overlap,0.124535,1.0,0.189908,0.360784,0.433364,1.0,0.228865,0.772549,0.461688,1.0,0.270732,0.827451,0.212972
controlled_v1,controlled_route_sensitive_v1_0073,resources/audiodepth_v2_maps/controlled_v1/controlled_route_sensitive_v1_0073.npy,,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0073_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,,,,,,medium_overlap,0.1183,1.0,0.174944,0.32549,0.406112,0.996078,0.240121,0.768627,0.407858,0.996078,0.224424,0.713726,0.167456
controlled_v1,controlled_route_sensitive_v1_0074,resources/audiodepth_v2_maps/controlled_v1/controlled_route_sensitive_v1_0074.npy,,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0074_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,,,,,,medium_overlap,0.12259,1.0,0.182573,0.352941,0.43848,1.0,0.267771,0.878431,0.428385,1.0,0.257287,0.776471,0.177768
controlled_v1,controlled_route_sensitive_v1_0075,resources/audiodepth_v2_maps/controlled_v1/controlled_route_sensitive_v1_0075.npy,,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0075_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,,,,,,medium_overlap,0.120403,1.0,0.188367,0.356863,0.380944,1.0,0.272224,0.854902,0.362423,0.992157,0.243779,0.721569,0.132322
controlled_v1,controlled_route_sensitive_v1_0076,resources/audiodepth_v2_maps/controlled_v1/controlled_route_sensitive_v1_0076.npy,,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0076_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,,,,,,medium_overlap,0.114119,1.0,0.178093,0.321569,0.429887,1.0,0.230838,0.8,0.349617,1.0,0.250383,0.713726,0.165579
controlled_v1,controlled_route_sensitive_v1_0077,resources/audiodepth_v2_maps/controlled_v1/controlled_route_sensitive_v1_0077.npy,,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0077_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,,,,,,medium_overlap,0.12075,1.0,0.176533,0.333333,0.39277,0.988235,0.258572,0.796078,0.397932,0.980392,0.258161,0.780392,0.154125
controlled_v1,controlled_route_sensitive_v1_0078,resources/audiodepth_v2_maps/controlled_v1/controlled_route_sensitive_v1_0078.npy,,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0078_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,,,,,,medium_overlap,0.113181,1.0,0.173647,0.313726,0.37955,1.0,0.233044,0.764706,0.372518,0.972549,0.246206,0.721569,0.145194
controlled_v1,controlled_route_sensitive_v1_0079,resources/audiodepth_v2_maps/controlled_v1/controlled_route_sensitive_v1_0079.npy,,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0079_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,,,,,,medium_overlap,0.126628,1.0,0.182388,0.34902,0.468536,1.0,0.261624,0.909804,0.400827,0.988235,0.249392,0.713726,0.187902
controlled_v1,controlled_route_sensitive_v1_0080,resources/audiodepth_v2_maps/controlled_v1/controlled_route_sensitive_v1_0080.npy,,resources/controlled_route_sensitive_v1/audio/controlled_route_sensitive_v1_0080_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,,,,,,medium_overlap,0.120824,1.0,0.178261,0.317647,0.410983,1.0,0.242778,0.823529,0.4769,1.0,0.24264,0.792157,0.193118
controlled_v2,controlled_route_sensitive_v2_0001,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0001.npy,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0001.png,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0001_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,mixed,0.695652,0.26087,0.956522,0.956522,mixed_win_anchor,0.10797,1.0,0.170457,0.294118,0.36201,0.996078,0.240804,0.741176,0.377482,0.960784,0.256504,0.768627,0.134883
controlled_v2,controlled_route_sensitive_v2_0002,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0002.npy,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0002.png,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0002_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,separated,0.0,1.0,0.347826,0.347826,separated_win_anchor,0.412294,1.0,0.135634,0.588235,0.722074,0.968627,0.213593,0.898039,0.449663,0.929412,0.164929,0.666667,0.304949
controlled_v2,controlled_route_sensitive_v2_0003,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0003.npy,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0003.png,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0003_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,separated,0.0,0.666667,0.52381,0.52381,cleaned_win_anchor,0.20014,1.0,0.153403,0.352941,0.591651,1.0,0.282664,0.945098,0.419776,1.0,0.256536,0.788235,0.195291
controlled_v2,controlled_route_sensitive_v2_0004,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0004.npy,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0004.png,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0004_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,mixed,0.0,1.0,1.0,1.0,review_needed_anchor,0.451697,0.992157,0.137438,0.635294,0.615441,0.980392,0.178161,0.811765,0.48171,0.862745,0.158388,0.690196,0.289611
controlled_v2,controlled_route_sensitive_v2_0005,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0005.npy,,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0005_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,mixed,0.823529,0.117647,0.941176,0.941176,mixed_win_anchor,0.112661,1.0,0.175844,0.317647,0.325613,1.0,0.248816,0.745098,0.442356,0.980392,0.22902,0.760784,0.135764
controlled_v2,controlled_route_sensitive_v2_0006,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0006.npy,,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0006_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,separated,0.0,1.0,0.291667,0.291667,separated_win_anchor,0.39727,1.0,0.146767,0.584314,0.703569,1.0,0.228185,0.913725,0.444792,1.0,0.188977,0.713726,0.287606
controlled_v2,controlled_route_sensitive_v2_0007,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0007.npy,,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0007_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,mixed,0.105263,0.263158,0.368421,0.368421,cleaned_win_anchor,0.218583,1.0,0.152094,0.372549,0.679994,1.0,0.235442,0.909804,0.351471,1.0,0.242519,0.721569,0.201267
controlled_v2,controlled_route_sensitive_v2_0008,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0008.npy,,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0008_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,mixed,0.0,1.0,1.0,1.0,review_needed_anchor,0.453262,1.0,0.151638,0.658824,0.571523,0.984314,0.200325,0.815686,0.466422,0.941176,0.206369,0.756863,0.250127
controlled_v2,controlled_route_sensitive_v2_0009,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0009.npy,,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0009_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,mixed,0.695652,0.304348,1.0,1.0,mixed_win_anchor,0.094446,1.0,0.177924,0.282353,0.428952,1.0,0.242003,0.796078,0.283931,0.976471,0.251233,0.737255,0.129973
controlled_v2,controlled_route_sensitive_v2_0010,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0010.npy,,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0010_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,separated,0.0,0.928571,0.107143,0.107143,separated_win_anchor,0.41191,1.0,0.140051,0.596078,0.686596,0.972549,0.218114,0.894118,0.45167,0.941176,0.18051,0.737255,0.29054
controlled_v2,controlled_route_sensitive_v2_0011,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0011.npy,,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0011_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,separated,0.0,0.473684,0.447368,0.447368,cleaned_win_anchor,0.176463,1.0,0.15907,0.341176,0.556327,0.996078,0.253356,0.929412,0.367831,0.956863,0.225967,0.709804,0.168837
controlled_v2,controlled_route_sensitive_v2_0012,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0012.npy,,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0012_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,mixed,0.0,1.0,1.0,1.0,review_needed_anchor,0.449937,0.976471,0.137989,0.635294,0.566544,0.960784,0.210088,0.827451,0.493704,0.964706,0.161142,0.701961,0.265975
controlled_v2,controlled_route_sensitive_v2_0013,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0013.npy,,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0013_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,mixed,0.766667,0.233333,1.0,1.0,mixed_win_anchor,0.100789,1.0,0.170513,0.27451,0.395466,0.996078,0.240592,0.796078,0.315686,0.952941,0.248298,0.67451,0.124087
controlled_v2,controlled_route_sensitive_v2_0014,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0014.npy,,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0014_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,separated,0.0,1.0,0.166667,0.166667,separated_win_anchor,0.372888,1.0,0.154877,0.568627,0.667586,0.996078,0.256013,0.929412,0.491023,0.996078,0.216561,0.780392,0.29926
controlled_v2,controlled_route_sensitive_v2_0015,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0015.npy,,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0015_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,separated,0.0,0.529412,0.352941,0.352941,cleaned_win_anchor,0.187032,1.0,0.158399,0.341176,0.569654,1.0,0.295458,0.917647,0.37523,1.0,0.253036,0.74902,0.166949
controlled_v2,controlled_route_sensitive_v2_0016,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0016.npy,,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0016_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,mixed,0.0,1.0,1.0,1.0,review_needed_anchor,0.451803,0.992157,0.146584,0.647059,0.598912,0.984314,0.187862,0.803922,0.498683,0.980392,0.186494,0.741176,0.288567
controlled_v2,controlled_route_sensitive_v2_0017,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0017.npy,,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0017_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,mixed,0.461538,0.538462,1.0,1.0,mixed_win_anchor,0.115156,1.0,0.179546,0.341176,0.327727,1.0,0.236231,0.682353,0.403539,1.0,0.240291,0.733333,0.140689
controlled_v2,controlled_route_sensitive_v2_0018,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0018.npy,,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0018_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,separated,0.0,1.0,0.388889,0.388889,separated_win_anchor,0.422187,1.0,0.146832,0.615686,0.753998,0.988235,0.19794,0.909804,0.469914,0.980392,0.193705,0.745098,0.337297
controlled_v2,controlled_route_sensitive_v2_0019,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0019.npy,,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0019_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,mixed,0.0,0.52381,0.52381,0.52381,cleaned_win_anchor,0.208675,1.0,0.151714,0.360784,0.648591,0.996078,0.256153,0.960784,0.371875,1.0,0.227411,0.666667,0.200231
controlled_v2,controlled_route_sensitive_v2_0020,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0020.npy,,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0020_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,mixed,0.0,1.0,1.0,1.0,review_needed_anchor,0.445771,1.0,0.156281,0.654902,0.639782,0.996078,0.203847,0.870588,0.478232,0.972549,0.199717,0.74902,0.29058
controlled_v2,controlled_route_sensitive_v2_0021,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0021.npy,,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0021_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,mixed,0.863636,0.136364,1.0,1.0,mixed_win_anchor,0.111371,1.0,0.177135,0.313726,0.416927,1.0,0.216014,0.729412,0.365457,1.0,0.265254,0.756863,0.159915
controlled_v2,controlled_route_sensitive_v2_0022,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0022.npy,,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0022_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,separated,0.0,1.0,0.194444,0.194444,separated_win_anchor,0.379065,1.0,0.143742,0.560784,0.691513,0.996078,0.220726,0.913725,0.432858,1.0,0.193855,0.709804,0.276346
controlled_v2,controlled_route_sensitive_v2_0023,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0023.npy,,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0023_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,separated,0.0,0.333333,0.2,0.2,cleaned_win_anchor,0.229839,1.0,0.140444,0.372549,0.627405,0.996078,0.276204,0.945098,0.370833,0.988235,0.220903,0.709804,0.18612
controlled_v2,controlled_route_sensitive_v2_0024,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0024.npy,,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0024_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,mixed,0.0,1.0,1.0,1.0,review_needed_anchor,0.452412,0.956863,0.128044,0.623529,0.58848,0.94902,0.179225,0.796078,0.479396,0.854902,0.148123,0.678431,0.272372
controlled_v2,controlled_route_sensitive_v2_0025,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0025.npy,,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0025_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,mixed,0.727273,0.272727,1.0,1.0,mixed_win_anchor,0.12603,1.0,0.179299,0.337255,0.410248,1.0,0.259735,0.835294,0.457445,0.992157,0.243051,0.780392,0.186305
controlled_v2,controlled_route_sensitive_v2_0026,resources/audiodepth_v2_maps/controlled_v2/controlled_route_sensitive_v2_0026.npy,,resources/controlled_route_sensitive_v2/audio/controlled_route_sensitive_v2_0026_mixed.wav,deployable_mixed_only,3x128x256,mixed_logmel,mixed_only_overlap_proxy,mixed_only_uncertainty_proxy,False,separated,0.0,1.107143,0.178571,0.178571,separated_win_anchor,0.404196,1.0,0.131328,0.572549,0.695312,0.952941,0.225053,0.894118,0.458441,0.972549,0.170784,0.701961,0.296231
