model_name,task,sample_id,oracle_route,target_label,e00,e01,e02,e03,e04,e05,e06,e07,e08,e09,e10,e11,e12,e13,e14,e15
resnet,oracle_route,controlled_route_sensitive_v1_0031,separated,separated,0.717033,0.0,0.412892,0.0,0.0,0.0,0.0,0.042669,0.037249,0.0,0.0,0.0,0.0,0.0,0.0,1.048921
resnet,oracle_route,controlled_route_sensitive_v1_0038,separated,separated,0.0,0.0,0.895822,0.0,0.0,0.0,0.0,0.823699,0.796924,0.0,0.0,0.930199,0.0,0.0,0.0,0.733845
resnet,oracle_route,controlled_route_sensitive_v2_0010,separated,separated,1.095703,0.0,1.677187,0.0,0.0,0.0,0.0,1.341356,0.988324,0.0,0.0,1.075288,0.0,0.0,0.0,0.974927
resnet,oracle_route,controlled_route_sensitive_v2_0014,separated,separated,0.0,0.0,2.817474,0.0,0.0,0.0,0.0,2.076734,1.509127,0.0,0.0,1.655147,0.0,0.0,0.0,0.019789
resnet,oracle_route,controlled_route_sensitive_v2_0016,mixed,mixed,4.79444,0.0,0.916257,0.0,0.0,0.0,0.0,0.806259,0.696108,0.0,0.0,0.546317,0.0,0.0,0.0,3.695798
resnet,oracle_route,controlled_route_sensitive_v2_0022,separated,separated,1.34759,0.0,0.096587,0.0,0.0,0.0,0.0,0.131678,0.137607,0.0,0.0,0.24161,0.0,0.0,0.0,2.449515
resnet,oracle_route,controlled_route_sensitive_v2_0025,mixed,mixed,0.083768,0.0,1.135262,0.0,0.0,0.0,0.0,0.878635,0.731314,0.0,0.0,0.977972,0.0,0.0,0.0,0.522383
resnet,oracle_route,controlled_route_sensitive_v2_0029,mixed,mixed,0.0,0.0,0.920389,0.0,0.0,0.0,0.0,0.553869,0.495123,0.0,0.0,0.531911,0.0,0.0,0.0,0.674512
resnet,oracle_route,controlled_route_sensitive_v2_0031,separated,separated,0.0,0.0,1.472346,0.0,0.0,0.0,0.0,1.210341,1.064465,0.0,0.0,1.081365,0.0,0.0,0.0,0.17789
resnet,oracle_route,controlled_route_sensitive_v2_0032,mixed,mixed,3.508231,0.0,1.464797,0.0,0.0,0.0,0.0,1.220647,1.064238,0.0,0.0,1.054793,0.0,0.0,0.0,2.501748
resnet,oracle_route,controlled_route_sensitive_v2_0034,separated,separated,2.265498,0.0,0.652735,0.0,0.0,0.0,0.0,0.51384,0.351395,0.0,0.0,0.297243,0.0,0.0,0.0,2.425711
resnet,oracle_route,controlled_route_sensitive_v2_0036,mixed,mixed,6.24678,0.0,0.493771,0.0,0.0,0.0,0.0,0.824411,1.16584,0.0,0.0,1.026531,0.0,0.0,0.0,4.684284
resnet,oracle_route,controlled_route_sensitive_v2_0037,mixed,mixed,0.064223,0.0,0.452905,0.0,0.0,0.0,0.0,0.365621,0.293267,0.0,0.0,0.438201,0.0,0.0,0.0,1.240085
resnet,oracle_route,controlled_route_sensitive_v2_0043,separated,separated,0.0,0.0,0.729416,0.0,0.0,0.0,0.0,0.543548,0.417724,0.0,0.0,0.493166,0.0,0.0,0.0,1.344123
resnet,oracle_route,controlled_route_sensitive_v2_0046,separated,separated,0.575122,0.0,0.292209,0.0,0.0,0.0,0.0,0.021206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.476558
resnet,oracle_route,controlled_route_sensitive_v2_0058,separated,separated,0.0,0.0,1.085531,0.0,0.0,0.0,0.0,0.780801,0.473408,0.0,0.0,0.496962,0.0,0.0,0.0,1.241603
resnet,oracle_route,controlled_route_sensitive_v2_0060,mixed,mixed,4.865681,0.0,0.54504,0.0,0.0,0.0,0.0,0.647522,0.852458,0.0,0.0,0.744241,0.0,0.0,0.0,3.936606
resnet,target_family,controlled_route_sensitive_v1_0004,separated,clean_turn_taking,0.0,0.0,0.0,0.0,1.293702,10.228066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.872306,0.0
resnet,target_family,controlled_route_sensitive_v1_0005,separated,clean_turn_taking,0.0,0.0,0.334819,0.0,4.433929,8.779213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.878143,0.0
resnet,target_family,controlled_route_sensitive_v1_0006,separated,clean_turn_taking,0.0,0.0,0.0,0.0,4.034993,8.792621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.182579,0.0
resnet,target_family,controlled_route_sensitive_v1_0009,separated,clean_turn_taking,0.0,0.0,0.0,0.0,0.0,9.884234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.88213,0.0
resnet,target_family,controlled_route_sensitive_v1_0014,separated,clean_turn_taking,0.0,0.0,0.69605,0.0,3.626919,5.753598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.36712,0.0
resnet,target_family,controlled_route_sensitive_v1_0015,mixed,clean_turn_taking,0.0,0.0,0.0,0.0,3.519177,6.909471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.336432,0.0
resnet,target_family,controlled_route_sensitive_v1_0016,mixed,clean_turn_taking,0.0,0.0,0.0,0.0,1.078943,4.475438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.646512,0.0
resnet,target_family,controlled_route_sensitive_v1_0018,separated,clean_turn_taking,0.0,0.0,0.391703,0.0,2.998094,8.349206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.652149,0.0
resnet,target_family,controlled_route_sensitive_v1_0019,separated,clean_turn_taking,0.0,0.0,0.583432,0.0,4.110771,9.31677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.17242,0.0
resnet,target_family,controlled_route_sensitive_v1_0021,separated,clean_turn_taking,0.0,0.0,0.220891,0.0,2.142919,6.227885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.405808,0.0
resnet,target_family,controlled_route_sensitive_v1_0026,separated,clean_turn_taking,0.0,0.0,1.392646,0.0,5.271244,7.564872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.63723,0.0
resnet,target_family,controlled_route_sensitive_v1_0027,separated,clean_turn_taking,0.0,0.0,0.0,0.0,0.756147,2.943271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.261389,0.0
resnet,target_family,controlled_route_sensitive_v1_0031,separated,short_backchannel,0.0,0.0,0.0,0.0,0.0,8.411372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.34869,0.0
resnet,target_family,controlled_route_sensitive_v1_0038,separated,short_backchannel,0.0,0.0,2.4472,0.0,5.042312,6.314323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.196769,0.0
resnet,target_family,controlled_route_sensitive_v2_0010,separated,separated_win_anchor,0.768276,0.0,12.76737,0.0,12.985207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.168055,0.0,0.0,0.0
resnet,target_family,controlled_route_sensitive_v2_0014,separated,separated_win_anchor,0.0,0.0,10.271368,0.0,9.955163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.124352,0.0
resnet,target_family,controlled_route_sensitive_v2_0016,mixed,review_needed_anchor,7.19241,0.0,9.146904,0.0,10.587874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.258194,0.0,0.0,0.0
resnet,target_family,controlled_route_sensitive_v2_0022,separated,separated_win_anchor,1.841068,0.0,14.148214,0.0,15.094281,1.241031,0.0,0.0,0.0,0.0,0.0,0.0,2.984029,0.0,0.303532,0.0
resnet,target_family,controlled_route_sensitive_v2_0025,mixed,mixed_win_anchor,0.0,0.0,0.736994,0.0,2.469388,4.889239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.067524,0.0
resnet,target_family,controlled_route_sensitive_v2_0029,mixed,mixed_win_anchor,0.0,0.0,1.999324,0.0,6.137921,10.047673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.335802,0.0
resnet,target_family,controlled_route_sensitive_v2_0031,separated,cleaned_win_anchor,0.0,0.0,5.68159,0.0,4.953596,7.143747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.186844,0.0
resnet,target_family,controlled_route_sensitive_v2_0032,mixed,review_needed_anchor,4.519576,0.0,10.304613,0.0,10.831497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.074011,0.0,0.0,0.0
resnet,target_family,controlled_route_sensitive_v2_0034,separated,separated_win_anchor,3.865894,0.0,13.164506,0.0,14.463125,0.16366,0.0,0.0,0.0,0.0,0.0,0.0,5.304741,0.0,0.0,0.0
resnet,target_family,controlled_route_sensitive_v2_0036,mixed,review_needed_anchor,7.51497,0.0,8.842863,0.0,10.02192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.161099,0.0,0.0,0.0
resnet,target_family,controlled_route_sensitive_v2_0037,mixed,mixed_win_anchor,0.0,0.0,0.0,0.0,1.39477,6.52613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.214056,0.0
resnet,target_family,controlled_route_sensitive_v2_0043,separated,cleaned_win_anchor,0.0,0.0,9.831863,0.0,13.111105,8.396678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.941048,0.0
resnet,target_family,controlled_route_sensitive_v2_0046,separated,separated_win_anchor,3.240864,0.0,13.971241,0.0,15.744303,3.757204,0.0,0.0,0.0,0.0,0.0,0.0,3.864038,0.0,3.268825,0.0
resnet,target_family,controlled_route_sensitive_v2_0058,separated,separated_win_anchor,0.398912,0.0,14.953794,0.0,15.31069,1.738228,0.0,0.0,0.0,0.0,0.0,0.0,0.745377,0.0,1.733514,0.0
resnet,target_family,controlled_route_sensitive_v2_0060,mixed,review_needed_anchor,6.958994,0.0,10.205715,0.0,11.011124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.363661,0.0,0.0,0.0
resnet,route_gap_bucket,controlled_route_sensitive_v1_0004,separated,tiny_gap,2.849743,0.0,0.0,0.0,0.0,0.0,0.603797,0.0,0.0,0.0,0.0,0.871865,0.0,0.168185,0.0,0.0
resnet,route_gap_bucket,controlled_route_sensitive_v1_0005,separated,tiny_gap,3.461736,0.0,0.0,0.0,0.0,0.0,1.744004,0.0,0.0,0.0,0.0,1.746816,0.0,1.271122,0.0,0.0
resnet,route_gap_bucket,controlled_route_sensitive_v1_0006,separated,tiny_gap,3.622282,0.0,0.0,0.0,0.0,0.0,2.594566,0.0,0.0,0.0,0.0,2.609348,0.0,2.293963,0.0,0.0
resnet,route_gap_bucket,controlled_route_sensitive_v1_0009,separated,tiny_gap,2.138841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.452729,0.0,0.0,0.0,0.0
resnet,route_gap_bucket,controlled_route_sensitive_v1_0014,separated,tiny_gap,6.170655,0.0,0.0,0.0,0.0,0.0,0.77546,0.0,0.0,0.0,0.0,0.0,0.0,0.840823,0.0,0.0
resnet,route_gap_bucket,controlled_route_sensitive_v1_0015,mixed,medium_gap,3.506057,0.0,0.0,0.0,0.0,0.0,1.467443,0.0,0.0,0.0,0.0,1.427162,0.0,1.822616,0.0,0.0
resnet,route_gap_bucket,controlled_route_sensitive_v1_0016,mixed,medium_gap,5.69547,0.0,0.0,0.0,0.0,0.0,1.534536,0.0,0.0,0.0,0.0,0.19483,0.0,1.801393,0.0,0.0
resnet,route_gap_bucket,controlled_route_sensitive_v1_0018,separated,tiny_gap,3.873234,0.0,0.0,0.0,0.0,0.0,1.110846,0.0,0.0,0.0,0.0,0.892475,0.0,1.2295,0.0,0.0
resnet,route_gap_bucket,controlled_route_sensitive_v1_0019,separated,tiny_gap,3.52151,0.0,0.0,0.0,0.0,0.0,1.097216,0.0,0.0,0.0,0.0,1.207033,0.0,0.649881,0.0,0.0
resnet,route_gap_bucket,controlled_route_sensitive_v1_0021,separated,tiny_gap,3.217488,0.0,0.0,0.0,0.0,0.0,0.981816,0.0,0.0,0.0,0.0,0.845771,0.0,0.589107,0.0,0.0
resnet,route_gap_bucket,controlled_route_sensitive_v1_0026,separated,tiny_gap,4.110003,0.0,0.0,0.0,0.0,0.0,2.10807,0.0,0.0,0.0,0.0,1.456966,0.0,2.498316,0.0,0.0
resnet,route_gap_bucket,controlled_route_sensitive_v1_0027,separated,tiny_gap,3.800365,0.0,0.0,0.0,0.0,0.0,1.724639,0.0,0.0,0.0,0.0,1.174059,0.0,1.736259,0.0,0.0
resnet,route_gap_bucket,controlled_route_sensitive_v1_0031,separated,tiny_gap,1.981803,0.0,0.0,0.0,0.0,0.0,0.201749,0.0,0.0,0.0,0.0,1.571731,0.0,0.0,0.0,0.0
resnet,route_gap_bucket,controlled_route_sensitive_v1_0038,separated,tiny_gap,4.132473,0.0,0.0,0.0,0.0,0.0,1.877514,0.0,0.0,0.0,0.0,1.089837,0.0,1.822108,0.0,0.0
resnet,route_gap_bucket,controlled_route_sensitive_v2_0010,separated,tiny_gap,0.0,0.0,0.0,0.0,0.0,0.0,5.352905,0.0,0.0,0.0,0.0,10.04629,0.0,5.657362,0.0,0.0
resnet,route_gap_bucket,controlled_route_sensitive_v2_0014,separated,tiny_gap,0.0,0.0,0.0,0.0,0.0,0.0,4.654905,0.0,0.0,0.0,0.0,7.421449,0.0,4.947671,0.0,0.0
resnet,route_gap_bucket,controlled_route_sensitive_v2_0016,mixed,tiny_gap,0.0,0.0,0.0,0.0,0.0,0.0,5.500369,0.0,0.0,0.0,0.0,10.858349,0.0,5.91033,0.0,0.0
resnet,route_gap_bucket,controlled_route_sensitive_v2_0022,separated,tiny_gap,0.0,0.0,0.0,0.0,0.0,0.0,4.205676,0.0,0.0,0.0,0.0,8.771153,0.0,4.451117,0.0,0.0
resnet,route_gap_bucket,controlled_route_sensitive_v2_0025,mixed,large_gap,4.360168,0.0,0.0,0.0,0.0,0.0,1.238795,0.0,0.0,0.0,0.0,0.718478,0.0,1.000504,0.0,0.0
resnet,route_gap_bucket,controlled_route_sensitive_v2_0029,mixed,large_gap,1.489885,0.0,0.0,0.0,0.0,0.0,0.834345,0.0,0.0,0.0,0.0,1.937162,0.0,0.132573,0.0,0.0
resnet,route_gap_bucket,controlled_route_sensitive_v2_0031,separated,tiny_gap,0.218229,0.0,0.0,0.0,0.0,0.0,1.069857,0.0,0.0,0.0,0.0,2.433374,0.0,0.0,0.0,0.0
resnet,route_gap_bucket,controlled_route_sensitive_v2_0032,mixed,tiny_gap,0.0,0.0,0.0,0.0,0.0,0.0,5.453732,0.0,0.0,0.0,0.0,10.425473,0.0,5.764155,0.0,0.0
resnet,route_gap_bucket,controlled_route_sensitive_v2_0034,separated,tiny_gap,0.0,0.0,0.0,0.0,0.0,0.0,5.411619,0.0,0.0,0.0,0.0,10.218615,0.0,5.696623,0.0,0.0
resnet,route_gap_bucket,controlled_route_sensitive_v2_0036,mixed,tiny_gap,0.0,0.0,0.0,0.0,0.0,0.0,5.021573,0.0,0.0,0.0,0.0,10.395137,0.0,5.19068,0.0,0.0
resnet,route_gap_bucket,controlled_route_sensitive_v2_0037,mixed,large_gap,5.088166,0.0,0.0,0.0,0.0,0.0,0.677566,0.0,0.0,0.0,0.0,0.0,0.0,0.561943,0.0,0.0
resnet,route_gap_bucket,controlled_route_sensitive_v2_0043,separated,tiny_gap,0.410209,0.0,0.0,0.0,0.0,0.0,1.949617,0.0,0.0,0.0,0.0,3.051961,0.0,1.883799,0.0,0.0
resnet,route_gap_bucket,controlled_route_sensitive_v2_0046,separated,tiny_gap,0.0,0.0,0.0,0.0,0.0,0.0,5.144343,0.0,0.0,0.0,0.0,9.812031,0.0,5.679752,0.0,0.0
resnet,route_gap_bucket,controlled_route_sensitive_v2_0058,separated,tiny_gap,0.0,0.0,0.0,0.0,0.0,0.0,5.134458,0.0,0.0,0.0,0.0,9.530107,0.0,5.460459,0.0,0.0
resnet,route_gap_bucket,controlled_route_sensitive_v2_0060,mixed,tiny_gap,0.0,0.0,0.0,0.0,0.0,0.0,5.115279,0.0,0.0,0.0,0.0,10.269972,0.0,5.325294,0.0,0.0
resnet,separation_helpful,controlled_route_sensitive_v1_0004,separated,separation_helpful,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608639,1.227566,0.416758,0.0,0.0,0.524645
resnet,separation_helpful,controlled_route_sensitive_v1_0005,separated,separation_helpful,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.498428,0.506353,0.886454,0.0,0.0,1.261113
resnet,separation_helpful,controlled_route_sensitive_v1_0006,separated,separation_helpful,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.107728,1.296901,0.471095,0.907968,0.0,0.0,1.021107
resnet,separation_helpful,controlled_route_sensitive_v1_0009,separated,separation_helpful,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.385865,0.0,0.0,0.0,3.302128,0.0,0.0,0.0,0.0
resnet,separation_helpful,controlled_route_sensitive_v1_0014,separated,separation_helpful,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.996485,0.0,1.136881,0.614658,1.147623,0.333062,0.0,0.0,0.407858
resnet,separation_helpful,controlled_route_sensitive_v1_0015,mixed,not_separation_helpful,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.223113,0.0,0.412203,0.833894,0.703365,0.853083,0.0,0.0,0.569019
resnet,separation_helpful,controlled_route_sensitive_v1_0016,mixed,not_separation_helpful,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.506744,0.0,0.752447,1.067932,0.707746,0.959637,0.0,0.0,0.744879
resnet,separation_helpful,controlled_route_sensitive_v1_0018,separated,separation_helpful,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.173899,0.0,0.334964,0.816176,0.740707,0.571722,0.0,0.0,0.714352
resnet,separation_helpful,controlled_route_sensitive_v1_0019,separated,separation_helpful,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.986421,1.12981,0.5958,0.0,0.0,0.871374
resnet,separation_helpful,controlled_route_sensitive_v1_0021,separated,separation_helpful,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.908434,0.627968,0.510034,0.0,0.0,0.723137
resnet,separation_helpful,controlled_route_sensitive_v1_0026,separated,separation_helpful,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.168713,0.0,1.176434,0.29705,1.667843,0.472919,0.0,0.0,0.167871
resnet,separation_helpful,controlled_route_sensitive_v1_0027,separated,separation_helpful,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.687363,0.0,0.679311,1.101241,0.746739,1.141337,0.0,0.0,0.771657
resnet,separation_helpful,controlled_route_sensitive_v1_0031,separated,separation_helpful,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.488155,0.0,0.0,0.0,0.0
resnet,separation_helpful,controlled_route_sensitive_v1_0038,separated,separation_helpful,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008206,0.0,0.0,1.250393,0.642874,0.83121,0.0,0.0,0.963289
resnet,separation_helpful,controlled_route_sensitive_v2_0010,separated,separation_helpful,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.569046,0.0,0.940041,1.077475,0.926253,0.690173,0.0,0.0,0.995005
resnet,separation_helpful,controlled_route_sensitive_v2_0014,separated,separation_helpful,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125931,0.0,0.873282,1.396598,0.708913,1.007465,0.0,0.0,1.367133
resnet,separation_helpful,controlled_route_sensitive_v2_0016,mixed,not_separation_helpful,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.008993,0.0,3.24833,0.319992,2.25731,0.432079,0.0,0.0,0.270195
resnet,separation_helpful,controlled_route_sensitive_v2_0022,separated,separation_helpful,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.803205,0.0,1.020582,0.254344,1.564668,0.072851,0.0,0.0,0.240769
resnet,separation_helpful,controlled_route_sensitive_v2_0025,mixed,not_separation_helpful,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.699713,0.0,0.740836,0.876544,0.830905,0.741831,0.0,0.0,0.613087
resnet,separation_helpful,controlled_route_sensitive_v2_0029,mixed,not_separation_helpful,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.066208,0.903754,0.454704,0.0,0.0,0.921845
resnet,separation_helpful,controlled_route_sensitive_v2_0031,separated,separation_helpful,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.584092,2.453796,0.139453,0.0,0.0,0.737539
resnet,separation_helpful,controlled_route_sensitive_v2_0032,mixed,not_separation_helpful,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.164764,0.0,2.417654,0.743438,1.655736,0.683803,0.0,0.0,0.655311
resnet,separation_helpful,controlled_route_sensitive_v2_0034,separated,separation_helpful,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.425335,0.0,1.781592,0.550481,1.574674,0.205623,0.0,0.0,0.558954
resnet,separation_helpful,controlled_route_sensitive_v2_0036,mixed,not_separation_helpful,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.517073,0.0,3.544098,0.353979,2.477951,0.518936,0.0,0.0,0.30082
resnet,separation_helpful,controlled_route_sensitive_v2_0037,mixed,not_separation_helpful,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.263728,0.0,0.308306,0.507428,1.278198,0.301644,0.0,0.0,0.335401
resnet,separation_helpful,controlled_route_sensitive_v2_0043,separated,separation_helpful,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.932642,1.081243,0.224553,0.0,0.0,0.821807
resnet,separation_helpful,controlled_route_sensitive_v2_0046,separated,separation_helpful,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.627751,0.0,1.478496,0.470149,1.466852,0.112118,0.0,0.0,0.512106
resnet,separation_helpful,controlled_route_sensitive_v2_0058,separated,separation_helpful,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.485973,0.877798,0.915575,0.439866,0.0,0.0,0.943308
resnet,separation_helpful,controlled_route_sensitive_v2_0060,mixed,not_separation_helpful,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.020323,0.0,3.222494,0.180862,2.407683,0.298779,0.0,0.0,0.176009
