sample_id,benchmark,split,overlap_ratio,overlap_percent,dominance_condition,speaker_a_gain,speaker_b_gain,duration_bucket,duration_sec,interruption_style,sample_rate,mixed_path,spk1_path,spk2_path,source_spk1,source_spk2,random_seed,label_status
audio_depth_stress_v1_0045,audio_depth_stress_v1,train,0.4,40,speaker_a_dominant,1.0,0.55,medium,14.0,clean_turn_taking,16000,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0045_mixed.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0045_spk1.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0045_spk2.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_dev_05_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_dev_05_spk2.wav,42,needs_route_eval
audio_depth_stress_v1_0046,audio_depth_stress_v1,test,0.5,50,speaker_a_dominant,1.0,0.55,medium,14.0,clean_turn_taking,16000,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0046_mixed.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0046_spk1.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0046_spk2.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_dev_06_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_dev_06_spk2.wav,42,needs_route_eval
audio_depth_stress_v1_0047,audio_depth_stress_v1,dev,0.6,60,speaker_a_dominant,1.0,0.55,medium,14.0,clean_turn_taking,16000,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0047_mixed.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0047_spk1.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0047_spk2.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_dev_07_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_dev_07_spk2.wav,42,needs_route_eval
audio_depth_stress_v1_0048,audio_depth_stress_v1,train,0.7,70,speaker_a_dominant,1.0,0.55,medium,14.0,clean_turn_taking,16000,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0048_mixed.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0048_spk1.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0048_spk2.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_dev_08_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_dev_08_spk2.wav,42,needs_route_eval
audio_depth_stress_v1_0049,audio_depth_stress_v1,train,0.8,80,speaker_a_dominant,1.0,0.55,medium,14.0,clean_turn_taking,16000,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0049_mixed.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0049_spk1.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0049_spk2.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_dev_09_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_dev_09_spk2.wav,42,needs_route_eval
audio_depth_stress_v1_0050,audio_depth_stress_v1,train,0.9,90,speaker_a_dominant,1.0,0.55,medium,14.0,clean_turn_taking,16000,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0050_mixed.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0050_spk1.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0050_spk2.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_dev_10_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_dev_10_spk2.wav,42,needs_route_eval
audio_depth_stress_v1_0051,audio_depth_stress_v1,test,0.0,0,speaker_b_dominant,0.55,1.0,medium,14.0,clean_turn_taking,16000,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0051_mixed.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0051_spk1.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0051_spk2.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_test_01_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_test_01_spk2.wav,42,needs_route_eval
audio_depth_stress_v1_0052,audio_depth_stress_v1,dev,0.1,10,speaker_b_dominant,0.55,1.0,medium,14.0,clean_turn_taking,16000,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0052_mixed.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0052_spk1.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0052_spk2.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_test_02_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_test_02_spk2.wav,42,needs_route_eval
audio_depth_stress_v1_0053,audio_depth_stress_v1,train,0.2,20,speaker_b_dominant,0.55,1.0,medium,14.0,clean_turn_taking,16000,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0053_mixed.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0053_spk1.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0053_spk2.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_test_03_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_test_03_spk2.wav,42,needs_route_eval
audio_depth_stress_v1_0054,audio_depth_stress_v1,train,0.3,30,speaker_b_dominant,0.55,1.0,medium,14.0,clean_turn_taking,16000,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0054_mixed.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0054_spk1.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0054_spk2.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_test_04_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_test_04_spk2.wav,42,needs_route_eval
audio_depth_stress_v1_0055,audio_depth_stress_v1,train,0.4,40,speaker_b_dominant,0.55,1.0,medium,14.0,clean_turn_taking,16000,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0055_mixed.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0055_spk1.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0055_spk2.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_test_05_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_test_05_spk2.wav,42,needs_route_eval
audio_depth_stress_v1_0056,audio_depth_stress_v1,test,0.5,50,speaker_b_dominant,0.55,1.0,medium,14.0,clean_turn_taking,16000,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0056_mixed.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0056_spk1.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0056_spk2.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_test_06_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_test_06_spk2.wav,42,needs_route_eval
audio_depth_stress_v1_0057,audio_depth_stress_v1,dev,0.6,60,speaker_b_dominant,0.55,1.0,medium,14.0,clean_turn_taking,16000,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0057_mixed.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0057_spk1.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0057_spk2.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_test_07_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_test_07_spk2.wav,42,needs_route_eval
audio_depth_stress_v1_0058,audio_depth_stress_v1,train,0.7,70,speaker_b_dominant,0.55,1.0,medium,14.0,clean_turn_taking,16000,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0058_mixed.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0058_spk1.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0058_spk2.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_test_08_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_test_08_spk2.wav,42,needs_route_eval
audio_depth_stress_v1_0059,audio_depth_stress_v1,train,0.8,80,speaker_b_dominant,0.55,1.0,medium,14.0,clean_turn_taking,16000,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0059_mixed.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0059_spk1.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0059_spk2.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_test_09_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_test_09_spk2.wav,42,needs_route_eval
audio_depth_stress_v1_0060,audio_depth_stress_v1,train,0.9,90,speaker_b_dominant,0.55,1.0,medium,14.0,clean_turn_taking,16000,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0060_mixed.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0060_spk1.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0060_spk2.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_test_10_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticMidOverlap/SyntheticMidOverlap_test_10_spk2.wav,42,needs_route_eval
audio_depth_stress_v1_0061,audio_depth_stress_v1,test,0.0,0,balanced,0.85,0.85,medium,14.0,clean_turn_taking,16000,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0061_mixed.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0061_spk1.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0061_spk2.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_dev_01_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_dev_01_spk2.wav,42,needs_route_eval
audio_depth_stress_v1_0062,audio_depth_stress_v1,dev,0.1,10,balanced,0.85,0.85,medium,14.0,clean_turn_taking,16000,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0062_mixed.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0062_spk1.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0062_spk2.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_dev_02_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_dev_02_spk2.wav,42,needs_route_eval
audio_depth_stress_v1_0063,audio_depth_stress_v1,train,0.2,20,balanced,0.85,0.85,medium,14.0,clean_turn_taking,16000,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0063_mixed.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0063_spk1.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0063_spk2.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_dev_03_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_dev_03_spk2.wav,42,needs_route_eval
audio_depth_stress_v1_0064,audio_depth_stress_v1,train,0.3,30,balanced,0.85,0.85,medium,14.0,clean_turn_taking,16000,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0064_mixed.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0064_spk1.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0064_spk2.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_dev_04_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_dev_04_spk2.wav,42,needs_route_eval
audio_depth_stress_v1_0065,audio_depth_stress_v1,train,0.4,40,balanced,0.85,0.85,medium,14.0,clean_turn_taking,16000,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0065_mixed.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0065_spk1.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0065_spk2.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_dev_05_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_dev_05_spk2.wav,42,needs_route_eval
audio_depth_stress_v1_0066,audio_depth_stress_v1,test,0.5,50,balanced,0.85,0.85,medium,14.0,clean_turn_taking,16000,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0066_mixed.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0066_spk1.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0066_spk2.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_dev_06_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_dev_06_spk2.wav,42,needs_route_eval
audio_depth_stress_v1_0067,audio_depth_stress_v1,dev,0.6,60,balanced,0.85,0.85,medium,14.0,clean_turn_taking,16000,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0067_mixed.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0067_spk1.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0067_spk2.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_dev_07_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_dev_07_spk2.wav,42,needs_route_eval
audio_depth_stress_v1_0068,audio_depth_stress_v1,train,0.7,70,balanced,0.85,0.85,medium,14.0,clean_turn_taking,16000,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0068_mixed.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0068_spk1.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0068_spk2.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_dev_08_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_dev_08_spk2.wav,42,needs_route_eval
audio_depth_stress_v1_0069,audio_depth_stress_v1,train,0.8,80,balanced,0.85,0.85,medium,14.0,clean_turn_taking,16000,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0069_mixed.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0069_spk1.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0069_spk2.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_dev_09_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_dev_09_spk2.wav,42,needs_route_eval
audio_depth_stress_v1_0070,audio_depth_stress_v1,train,0.9,90,balanced,0.85,0.85,medium,14.0,clean_turn_taking,16000,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0070_mixed.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0070_spk1.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0070_spk2.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_dev_10_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_dev_10_spk2.wav,42,needs_route_eval
audio_depth_stress_v1_0071,audio_depth_stress_v1,test,0.0,0,weak_target_speaker,0.45,1.0,medium,14.0,clean_turn_taking,16000,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0071_mixed.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0071_spk1.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0071_spk2.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_test_01_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_test_01_spk2.wav,42,needs_route_eval
audio_depth_stress_v1_0072,audio_depth_stress_v1,dev,0.1,10,weak_target_speaker,0.45,1.0,medium,14.0,clean_turn_taking,16000,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0072_mixed.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0072_spk1.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0072_spk2.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_test_02_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_test_02_spk2.wav,42,needs_route_eval
audio_depth_stress_v1_0073,audio_depth_stress_v1,train,0.2,20,weak_target_speaker,0.45,1.0,medium,14.0,clean_turn_taking,16000,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0073_mixed.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0073_spk1.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0073_spk2.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_test_03_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_test_03_spk2.wav,42,needs_route_eval
audio_depth_stress_v1_0074,audio_depth_stress_v1,train,0.3,30,weak_target_speaker,0.45,1.0,medium,14.0,clean_turn_taking,16000,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0074_mixed.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0074_spk1.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0074_spk2.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_test_04_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_test_04_spk2.wav,42,needs_route_eval
audio_depth_stress_v1_0075,audio_depth_stress_v1,train,0.4,40,weak_target_speaker,0.45,1.0,medium,14.0,clean_turn_taking,16000,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0075_mixed.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0075_spk1.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0075_spk2.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_test_05_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_test_05_spk2.wav,42,needs_route_eval
audio_depth_stress_v1_0076,audio_depth_stress_v1,test,0.5,50,weak_target_speaker,0.45,1.0,medium,14.0,clean_turn_taking,16000,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0076_mixed.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0076_spk1.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0076_spk2.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_test_06_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_test_06_spk2.wav,42,needs_route_eval
audio_depth_stress_v1_0077,audio_depth_stress_v1,dev,0.6,60,weak_target_speaker,0.45,1.0,medium,14.0,clean_turn_taking,16000,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0077_mixed.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0077_spk1.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0077_spk2.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_test_07_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_test_07_spk2.wav,42,needs_route_eval
audio_depth_stress_v1_0078,audio_depth_stress_v1,train,0.7,70,weak_target_speaker,0.45,1.0,medium,14.0,clean_turn_taking,16000,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0078_mixed.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0078_spk1.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0078_spk2.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_test_08_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_test_08_spk2.wav,42,needs_route_eval
audio_depth_stress_v1_0079,audio_depth_stress_v1,train,0.8,80,weak_target_speaker,0.45,1.0,medium,14.0,clean_turn_taking,16000,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0079_mixed.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0079_spk1.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0079_spk2.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_test_09_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_test_09_spk2.wav,42,needs_route_eval
audio_depth_stress_v1_0080,audio_depth_stress_v1,train,0.9,90,weak_target_speaker,0.45,1.0,medium,14.0,clean_turn_taking,16000,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0080_mixed.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0080_spk1.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0080_spk2.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_test_10_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticHeavyOverlap/SyntheticHeavyOverlap_test_10_spk2.wav,42,needs_route_eval
audio_depth_stress_v1_0081,audio_depth_stress_v1,test,0.0,0,speaker_a_dominant,1.0,0.55,long,24.0,clean_turn_taking,16000,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0081_mixed.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0081_spk1.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0081_spk2.wav,resources/synthetic_overlap_v2/audio/SyntheticOppositeOverlap/SyntheticOppositeOverlap_dev_01_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticOppositeOverlap/SyntheticOppositeOverlap_dev_01_spk2.wav,42,needs_route_eval
audio_depth_stress_v1_0082,audio_depth_stress_v1,dev,0.1,10,speaker_a_dominant,1.0,0.55,long,24.0,clean_turn_taking,16000,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0082_mixed.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0082_spk1.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0082_spk2.wav,resources/synthetic_overlap_v2/audio/SyntheticOppositeOverlap/SyntheticOppositeOverlap_dev_02_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticOppositeOverlap/SyntheticOppositeOverlap_dev_02_spk2.wav,42,needs_route_eval
audio_depth_stress_v1_0083,audio_depth_stress_v1,train,0.2,20,speaker_a_dominant,1.0,0.55,long,24.0,clean_turn_taking,16000,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0083_mixed.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0083_spk1.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0083_spk2.wav,resources/synthetic_overlap_v2/audio/SyntheticOppositeOverlap/SyntheticOppositeOverlap_dev_03_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticOppositeOverlap/SyntheticOppositeOverlap_dev_03_spk2.wav,42,needs_route_eval
audio_depth_stress_v1_0084,audio_depth_stress_v1,train,0.3,30,speaker_a_dominant,1.0,0.55,long,24.0,clean_turn_taking,16000,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0084_mixed.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0084_spk1.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0084_spk2.wav,resources/synthetic_overlap_v2/audio/SyntheticOppositeOverlap/SyntheticOppositeOverlap_dev_04_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticOppositeOverlap/SyntheticOppositeOverlap_dev_04_spk2.wav,42,needs_route_eval
audio_depth_stress_v1_0085,audio_depth_stress_v1,train,0.4,40,speaker_a_dominant,1.0,0.55,long,24.0,clean_turn_taking,16000,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0085_mixed.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0085_spk1.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0085_spk2.wav,resources/synthetic_overlap_v2/audio/SyntheticOppositeOverlap/SyntheticOppositeOverlap_dev_05_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticOppositeOverlap/SyntheticOppositeOverlap_dev_05_spk2.wav,42,needs_route_eval
audio_depth_stress_v1_0086,audio_depth_stress_v1,test,0.5,50,speaker_a_dominant,1.0,0.55,long,24.0,clean_turn_taking,16000,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0086_mixed.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0086_spk1.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0086_spk2.wav,resources/synthetic_overlap_v2/audio/SyntheticOppositeOverlap/SyntheticOppositeOverlap_dev_06_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticOppositeOverlap/SyntheticOppositeOverlap_dev_06_spk2.wav,42,needs_route_eval
audio_depth_stress_v1_0087,audio_depth_stress_v1,dev,0.6,60,speaker_a_dominant,1.0,0.55,long,24.0,clean_turn_taking,16000,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0087_mixed.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0087_spk1.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0087_spk2.wav,resources/synthetic_overlap_v2/audio/SyntheticOppositeOverlap/SyntheticOppositeOverlap_dev_07_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticOppositeOverlap/SyntheticOppositeOverlap_dev_07_spk2.wav,42,needs_route_eval
audio_depth_stress_v1_0088,audio_depth_stress_v1,train,0.7,70,speaker_a_dominant,1.0,0.55,long,24.0,clean_turn_taking,16000,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0088_mixed.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0088_spk1.wav,resources/audio_depth_stress_v1/audio/audio_depth_stress_v1_0088_spk2.wav,resources/synthetic_overlap_v2/audio/SyntheticOppositeOverlap/SyntheticOppositeOverlap_dev_08_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticOppositeOverlap/SyntheticOppositeOverlap_dev_08_spk2.wav,42,needs_route_eval
